MEM_NO,MEM_ID,MEM_NAME,MEM_PWD,MEM_TEL,MEM_EMAIL,MEM_ADDRESS,MEM_DETAIL_ADDRESS,MEM_ENROLLDATE,MEM_STATUS,MEM_DEL_DATE,MEM_DEL_DETAIL,MEM_ADS,MEM_BLOCK,MEM_REPORT
428,wxml8450,지이정,pass01,012-1135-4896,vphs191@petnolja.com,"	경기도 성남시 중원구 성남대로 1000(여수동, 센트럴타운 3단지)",809동 902호,2020-01-30,Y,,,Y,N,0
429,mnvp6749,주조리,pass01,012-7587-9634,vpkr598@petnolja.com,"	서울특별시송파구위례광장로 163(장지동, 위례22단지)",404동 404호,2019-09-19,Y,,,Y,N,0
430,nsar7003,오교이,pass01,012-8148-2132,vqeq107@petnolja.com,"	경기도 고양시 덕양구 신원로 55(신원동, 신원마을5단지 우림필유아파트)",1008동 1003호,2020-07-04,Y,,,Y,N,0
431,wgce8670,구기인,pass01,012-8438-8132,vqsl465@petnolja.com,"	경기도 부천시 중동로280번길 63(중동, 중흥마을)",604동 202호,2021-04-30,Y,,,Y,N,0
432,bxbo2214,백규안,pass01,012-5894-4826,vqzu97@petnolja.com,"	경기도 군포시 고산로 596-15(산본동, 주몽마을대림아파트)",504동 205호,2020-02-13,Y,,,N,N,0
433,rivt8320,이하휘,pass01,012-6034-5376,vrgk436@petnolja.com,"	서울특별시영등포대림로34다길 16(대림동, 다청림(101동)",108동 402호,2019-10-21,Y,,,Y,N,0
434,kixg7922,남민주,pass01,012-7660-2727,vukm539@petnolja.com,"	경기도 수원시 팔달구 동말로47번길 76(화서동, 경일아파트)",602동 804호,2019-06-09,Y,,,Y,N,0
435,andd7060,손해정,pass01,012-2589-9134,vwgb543@petnolja.com,"	서울특별시동작구등용로14길 34(대방동, 신한토탈아파트)",204동 1003호,2020-12-19,Y,,,N,N,0
436,icwf9536,하이완,pass01,012-7974-8964,vxey231@petnolja.com,"	서울특별시성동구난계로 73(하왕십리동, 극동미라주 아파트)",1004동 503호,2019-11-12,Y,,,Y,N,0
437,lpgh6780,고예혜,pass01,012-7891-5554,vzdl79@petnolja.com,"	서울특별시양천구신월로11길 36(신월동, 정은스카이빌아파트)",203동 1002호,2019-10-18,Y,,,Y,N,0
438,lukm2168,안김옥,pass01,012-7878-6248,vzlr334@petnolja.com,"	경기도 시흥시 시흥대로268번길 53(능곡동, 휴먼시아)",1005동 301호,2021-02-27,Y,,,Y,N,0
439,veyy4725,임휘유,pass01,012-8321-4350,vzso271@petnolja.com,"	인천광역시미추홀경원대로897번길 35(주안동, 극동 탑 아파트)",701동 805호,2019-06-17,Y,,,Y,N,0
440,dvbq8258,류혜예,pass01,012-8288-2596,wcns357@petnolja.com,"	서울특별시동대문장한로27가길 12(장안동, 장안트윈아파트2)",308동 1001호,2019-11-06,Y,,,N,N,0
441,ozaa3838,손기린,pass01,012-2016-9524,whfo484@petnolja.com,"	경기도 구리시 건원대로76번길 134(인창동, 인창4단지주공아파트)",101동 101호,2019-01-14,Y,,,Y,N,0
442,eiji6319,탁슬란,pass01,012-2164-6240,whhm241@petnolja.com,"	경기도 수원시 권선구 호매실로218번길 22(호매실동, 호매실마을 14단지 벨섬시티)",205동 1005호,2021-02-26,Y,,,N,N,0
443,plbp3021,곽비운,pass01,012-5249-4450,whmv96@petnolja.com,"	서울특별시구로구오리로20길 26-7(궁동, 대명하이빌)",805동 1001호,2021-04-29,Y,,,Y,N,0
444,bgpm7944,곽슬혜,pass01,012-8513-3030,wicz1@petnolja.com,"	경기도 광명시 안현로 34(하안동, 하안3단지고층주공아파트)",905동 1004호,2020-09-06,Y,,,N,N,0
445,kwbm1156,한주련,pass01,012-7271-8058,wiyy501@petnolja.com,"	경기도 수원시 장안구 만석로159번길 31(정자동, 경남아너스빌)",803동 505호,2020-11-14,Y,,,Y,N,0
446,jrvp7232,민소인,pass01,012-2939-5969,wjpw935@petnolja.com,"	경기도 수원시 권선구 권중로 31(권선동, 풍림,신안아파트)",101동 802호,2020-07-12,Y,,,Y,N,0
447,phwc3548,주가소,pass01,012-8909-2794,wnns418@petnolja.com,"	경기도 하남시 덕풍공원로 38(덕풍동, 하남자이)",804동 505호,2020-02-09,Y,,,Y,N,0
448,tjdu361,도고세,pass01,012-3620-7540,worj902@petnolja.com,"	서울특별시서초구명달로4길 82(서초동, 애지앙아파트)",806동 306호,2020-05-24,Y,,,Y,N,0
449,nwim8913,편주송,pass01,012-4283-7700,wpnu228@petnolja.com,"	경기도 수원시 권선구 세권로207번길 16(권선동, 금성아파트)",505동 702호,2020-11-03,Y,,,Y,N,0
450,owmq7325,안솔임,pass01,012-3430-7016,wrlv732@petnolja.com,"	서울특별시서초구서초대로 350(서초동, 서초동동아빌라트)",806동 603호,2020-08-03,Y,,,Y,N,0
451,sxcj182,김가림,pass01,012-6696-5164,wwxz686@petnolja.com,"	경기도 양주시 백석읍 꿈나무로 325(동화6차 옥시죤아파트)",401동 102호,2020-03-06,Y,,,Y,N,0
452,rrnf9775,정유채,pass01,012-7581-4637,wxht247@petnolja.com,"	서울특별시관악구은천로15길 24(봉천동, 봉천벽산블루밍3차아파트)",503동 502호,2020-05-31,Y,,,Y,N,0
453,qhzw8372,윤연승,pass01,012-1260-5532,wzdr598@petnolja.com,"	서울특별시광진구아차산로58가길 11(구의동, 구의동 남청아파트)",905동 502호,2021-04-08,Y,,,Y,N,0
454,cgfu8072,김서향,pass01,012-6427-6078,xafr51@petnolja.com,"	인천광역시미추홀독배로 141(학익동, 동양화학사원아파트)",805동 504호,2019-09-06,Y,,,N,N,0
455,qkie7215,편비지,pass01,012-1340-8087,xaoz881@petnolja.com,"	서울특별시강남구도곡로57길 12(역삼동, 역삼2차아이파크)",405동 901호,2020-03-20,Y,,,Y,N,0
456,vqyr6569,방명송,pass01,012-5653-5951,xbxs99@petnolja.com,"	서울특별시관악구남부순환로248길 78(봉천동, 아이펠리스아파트)",405동 708호,2020-01-01,Y,,,Y,N,0
457,kpxr9478,허세운,pass01,012-6572-1704,xguv230@petnolja.com,"	경기도 안양시 만안구 병목안로130번길 83(안양동, 효성아파트)",207동 808호,2020-02-12,Y,,,Y,N,0
458,lpvn4810,남동지,pass01,012-4914-3659,xnkv815@petnolja.com,"	경기도 부천시 성지로41번길 31(원종동, 하림골든뷰APT)",604동 101호,2019-12-25,Y,,,Y,N,0
459,ziiy8951,고원화,pass01,012-5830-8590,xpfx567@petnolja.com,"	경기도 고양시 일산서구 일청로65번길 28(일산동, 미주7차아파트)",605동 805호,2019-05-23,Y,,,Y,N,0
460,fdtd1302,우여승,pass01,012-4980-9489,xpsv309@petnolja.com,"	서울특별시동작구사당로20나길 57(사당동, 케이씨씨아파트)",509동 701호,2019-01-27,Y,,,Y,N,0
461,sswa3375,허연비,pass01,012-7675-4141,xsjs734@petnolja.com,"	경기도 김포시 사우중로73번길 11(북변동, 풍년마을청구한라아파트)",406동 508호,2019-01-11,Y,,,Y,N,0
462,sxle44,강률영,pass01,012-4615-8692,xyez717@petnolja.com,"	서울특별시동대문약령시로 25(제기동, 안암골 벽산아파트)",302동 507호,2021-04-09,Y,,,Y,N,0
463,rbyq6233,탁준욱,pass01,012-2681-7341,xyzg682@petnolja.com,"	서울특별시노원구덕릉로 721(중계동, 정진아트리움)",805동 901호,2019-12-01,Y,,,Y,N,0
464,dcth7222,신민휘,pass01,012-7978-4280,xzqp999@petnolja.com,"	서울특별시송파구송파대로32길 15(가락동, 가락금호아파트)",302동 605호,2019-11-05,Y,,,N,N,0
465,frku390,방근휘,pass01,012-8425-2601,yang318@petnolja.com,"	서울특별시중랑구면목로38길 13(면목동, 강호아파트)",402동 301호,2020-09-14,Y,,,Y,N,0
466,tamb5665,변하지,pass01,012-8807-8230,yase975@petnolja.com,"	경기도 광명시 하안로 204(소하동, 동양1차아파트)",704동 804호,2021-01-15,Y,,,Y,N,0
467,xhze1361,은하기,pass01,012-8998-7321,ydni549@petnolja.com,"	서울특별시강남구압구정로71길 32(청담동, 청담파라곤2차 1단지)",804동 902호,2020-09-23,Y,,,Y,N,0
468,xync9311,남하화,pass01,012-4096-1840,ydrx133@petnolja.com,"	서울특별시영등포당산로 214(당산동5가, 당산 삼성 래미안)",807동 905호,2020-06-05,Y,,,Y,N,0
469,qbob2470,석정향,pass01,012-5613-5608,ygab513@petnolja.com,"	서울특별시양천구오목로52길 19-1(목동, 신한훼미리아파트)",309동 806호,2019-06-12,Y,,,Y,N,0
470,lclg4829,추가정,pass01,012-5064-8460,yhkr114@petnolja.com,"	경기도 수원시 권선구 매송고색로533번길 7(오목천동, 태산아파트)",407동 705호,2019-04-07,Y,,,Y,N,0
471,bugy3965,하승지,pass01,012-5949-7881,ymsc574@petnolja.com,"	서울특별시구로구경인로6길 30(오류동, 동부그린아파트)",909동 808호,2019-01-13,Y,,,N,N,0
472,nagn6863,차혜율,pass01,012-3142-9917,yolc229@petnolja.com,"	서울특별시강동구양재대로113길 53(길동, 예건타워빌아파트)",705동 105호,2021-03-28,Y,,,Y,N,0
473,weou8320,임해령,pass01,012-5086-5677,ypch684@petnolja.com,"	서울특별시서초구반포대로39길 63-8(반포동, 반포서래월드메르디앙라스칼라)",508동 602호,2019-11-02,Y,,,Y,N,0
474,gzli3828,권상호,pass01,012-7903-6388,ypma791@petnolja.com,"	서울특별시중랑구신내로 51(신내동, 성원아파트)",106동 101호,2019-01-15,Y,,,Y,N,0
475,sjcu3671,이비효,pass01,012-7564-1186,yqdc824@petnolja.com,"	서울특별시구로구연동로 234(항동, 하버라인 2단지)",608동 509호,2020-02-01,Y,,,Y,N,0
476,akda9639,남하효,pass01,012-8704-2853,yqfi833@petnolja.com,"	서울특별시양천구은행정로11나길 10(신정동, 지오프레저아파트)",803동 308호,2019-11-15,Y,,,N,N,0
477,lkdy96,문다운,pass01,012-3189-0710,yrnc777@petnolja.com,"	서울특별시동대문장한로6길 25-4(장안동, 형인허브빌아파트 201동)",709동 409호,2019-11-08,Y,,,Y,N,0
478,nrna7508,석성신,pass01,012-4320-4784,ytce298@petnolja.com,"	경기도 부천시 성곡로69번길 107(도당동, 푸른솔아파트)",603동 101호,2021-02-12,Y,,,Y,N,0
479,rlxg6432,곽소채,pass01,012-6493-6293,ytey842@petnolja.com,"	서울특별시서초구효령로45길 11(서초동, 로얄파크)",608동 905호,2020-09-01,Y,,,Y,N,0
480,vhsc1463,문양연,pass01,012-4559-3161,ywje271@petnolja.com,"	서울특별시강서구등촌로13자길 79(화곡동, 화곡동예다움아파트)",305동 707호,2019-03-03,Y,,,Y,N,0
481,pjwu7112,곽슬래,pass01,012-2621-6006,yxie396@petnolja.com,"	경기도 남양주시 화도읍 수레로 1142-19(현대2차아파트)",706동 607호,2019-12-31,Y,,,Y,N,0
482,yfki7444,고조소,pass01,012-9619-8474,zafx353@petnolja.com,"	경기도 성남시 분당구 미금로 23(구미동, 무지개마을대림아파트)",804동 307호,2019-03-27,Y,,,Y,N,0
483,vgix2586,전정율,pass01,012-2016-6170,zbcu18@petnolja.com,"	서울특별시관악구관천로26길 30(신림동, 보라매아파트)",602동 208호,2019-03-10,Y,,,Y,N,0
484,vndg9685,진경비,pass01,012-4739-3870,zezm447@petnolja.com,"	서울특별시용산구보광로5길 40(보광동, 리버빌아파트)",201동 905호,2019-11-29,Y,,,Y,N,0
485,grif2987,임영림,pass01,012-7439-5130,zfoy376@petnolja.com,"	서울특별시영등포선유동2로 23(양평동3가, 현대아파트)",408동 905호,2019-07-26,Y,,,Y,N,0
486,jxnd9156,류명옥,pass01,012-3927-4180,zkcn809@petnolja.com,"	경기도 수원시 권선구 서부로 1534(고색동, 대한아파트)",302동 407호,2020-12-13,Y,,,Y,N,0
487,aofd4437,주솔송,pass01,012-7487-3079,zkvf431@petnolja.com,"	경기도 시흥시 한우물로 41(거모동, 아주아파트)",701동 101호,2020-07-31,Y,,,N,N,0
488,nisf2515,조하휘,pass01,012-9164-7160,znyd586@petnolja.com,"	경기도 평택시 팽성읍 동서촌로153번길 12(수청아파트)",607동 202호,2019-08-02,Y,,,Y,N,0
489,nqux6726,원주빈,pass01,012-6924-6663,znyr378@petnolja.com,"	서울특별시송파구동남로18길 9(가락동, 극동아파트)",208동 801호,2019-02-06,Y,,,Y,N,0
490,jxuj4656,석진란,pass01,012-9856-4689,zozq730@petnolja.com,"	경기도 의정부시 동일로466번길 3(신곡동, 서해아파트)",405동 402호,2020-09-17,Y,,,Y,N,0
491,kdcx776,안슬희,pass01,012-2168-4472,zpsr599@petnolja.com,"	경기도 수원시 장안구 서부로 2065(율전동, 삼성아파트)",503동 303호,2020-05-21,Y,,,Y,N,0
492,ifua9402,곽세세,pass01,012-9668-0290,zrmc324@petnolja.com,"	경기도 수원시 팔달구 중부대로183번길 27(우만동, 동수원신도브래뉴)",107동 1009호,2021-01-07,Y,,,Y,N,0
493,jltv6589,나재성,pass01,012-3529-6029,zrog236@petnolja.com,"	경기도 남양주시 호평로 149(호평동, 호평마을중흥에스클래스아파트)",704동 506호,2020-01-21,Y,,,Y,N,0
494,eomk1370,신채은,pass01,012-8972-4355,zskb217@petnolja.com,"	경기도 평택시 포승읍 서동대로 1297-13(안중플러스빌아파트)",407동 701호,2020-06-04,Y,,,N,N,0
495,runj804,이현온,pass01,012-1730-9350,zspo240@petnolja.com,"	서울특별시구로구디지털로27길 120-11(구로동)",404동 606호,2020-08-25,Y,,,Y,N,0
496,sama5317,구한세,pass01,012-4822-2170,zujh922@petnolja.com,"	인천광역시남동구남촌로84번길 38(남촌동, 남촌3차풍림아파트)",401동 604호,2021-02-08,Y,,,Y,N,0
497,sfjf9242,나우한,pass01,012-2632-1080,zyet581@petnolja.com,"	서울특별시구로구오리로 1102-10(천왕동, 천왕연지타운2단지)",609동 602호,2020-09-30,Y,,,Y,N,0
498,khks8443,김병신,pass01,012-4012-4773,zyhc79@petnolja.com,"	경기도 고양시 일산서구 주엽로 98(주엽동, 문촌마을17단지아파트)",708동 702호,2019-07-10,Y,,,Y,N,0
499,dkzz5599,강준령,pass01,012-2818-5668,zyzf418@petnolja.com,"	경기도 용인시 처인구 포곡읍 포곡로297번길 11-1(신우리버빌)",802동 802호,2020-01-19,Y,,,N,N,0
